name;round;trial;ArmPos;BodyPos;DOF;ballistic;timestamp;event;TriggerValue;ControllerPos.X;ControllerPos.Y;ControllerPos.Z;ControllerRot.X;ControllerRot.Y;ControllerRot.Z;TargetID;TargetPos.X;TargetPos.Y;TargetPos.Z;PointerPos.X;PointerPos.Y
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235916;None;0;0;1;0;0.2923703;0.5387144;26.20129;0;-2.8;2.78;8;0.07517391;0.9592008;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235928;None;0;0;1;0;0.4661106;0.5388164;26.33228;0;-2.8;2.78;8;0.07518815;0.9349551;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235939;None;0;0;1;0;0.6311246;0.5539886;26.48806;0;-2.8;2.78;8;0.07730547;0.9119258;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235950;None;0;0;1;0;0.8533619;0.5193633;26.87975;0;-2.8;2.78;8;0.07247345;0.880909;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235961;None;0;0;1;0;0.9711202;0.4262502;27.29756;0;-2.8;2.78;8;0.05947967;0.8644741;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235972;None;0;0;1;0;0.9891472;0.149246;27.92521;0;-2.8;2.78;8;0.0208257;0.8619611;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235983;None;0;0;1;0;0.9171202;359.8324;28.39734;0;-2.8;2.78;8;-0.02338291;0.8720144;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636235997;None;0;0;1;0;0.8202548;359.564;28.62567;0;-2.8;2.78;8;-0.06084422;0.8855312;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236005;None;0;0;1;0;0.6962878;359.2891;28.70854;0;-2.8;2.78;8;-0.09919824;0.9028284;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236017;None;0;0;1;0;0.3859769;358.9459;28.51153;0;-2.8;2.78;8;-0.1471094;0.9461312;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236028;None;0;0;1;0;0.06996103;358.5175;28.34097;0;-2.8;2.78;8;-0.2069077;0.9902344;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236039;None;0;0;1;0;359.786;358.0623;28.29311;0;-2.8;2.78;8;-0.2704825;1.029872;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236050;None;0;0;1;0;359.5587;357.6576;28.43991;0;-2.8;2.78;8;-0.3270395;1.061634;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236061;None;0;0;1;0;359.3763;357.2464;28.69387;0;-2.8;2.78;8;-0.3845356;1.087143;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236072;None;0;0;1;0;359.1562;356.8508;28.79193;0;-2.8;2.78;8;-0.4398762;1.117927;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236083;None;0;0;1;0;358.8342;356.4037;28.89396;0;-2.8;2.78;8;-0.5024842;1.16302;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236095;None;0;0;1;0;358.4866;355.8417;29.1461;0;-2.8;2.78;8;-0.5812666;1.211791;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236105;None;0;0;1;0;358.1496;355.1619;29.56009;0;-2.8;2.78;8;-0.6767099;1.259215;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236117;None;0;0;1;0;357.8311;354.4987;29.95116;0;-2.8;2.78;8;-0.7700132;1.304192;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236129;None;0;0;1;0;357.5715;353.9009;30.26886;0;-2.8;2.78;8;-0.8542898;1.341007;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236139;None;0;0;1;0;357.402;353.4477;30.44845;0;-2.8;2.78;8;-0.9183094;1.365157;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236151;None;0;0;1;0;357.2716;353.1511;30.48005;0;-2.8;2.78;8;-0.9602627;1.383741;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236161;None;0;0;1;0;357.1778;352.9318;30.55505;0;-2.8;2.78;8;-0.9913305;1.397145;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236173;None;0;0;1;0;357.0388;352.6543;30.75712;0;-2.8;2.78;8;-1.030672;1.416994;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236184;None;0;0;1;0;356.8217;352.3315;30.94838;0;-2.8;2.78;8;-1.076492;1.447958;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236195;None;0;0;1;0;356.4502;351.9583;31.25635;0;-2.8;2.78;8;-1.129552;1.500892;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236206;None;0;0;1;0;355.9308;351.5062;31.57336;0;-2.8;2.78;8;-1.193972;1.575076;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236218;None;0;0;1;0;355.3729;351.0519;31.8076;0;-2.8;2.78;8;-1.258854;1.655036;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236229;None;0;0;1;0;354.6255;350.4305;31.82438;0;-2.8;2.78;8;-1.347871;1.762779;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236239;None;0;0;1;0;354.0261;349.8683;31.94545;0;-2.8;2.78;8;-1.428684;1.849875;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236250;None;0;0;1;0;353.3684;349.2407;32.0485;0;-2.8;2.78;8;-1.519249;1.94615;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236261;None;0;0;1;0;352.7525;348.5169;32.07464;0;-2.8;2.78;8;-1.624146;2.0375;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236272;None;0;0;1;0;352.1148;347.8268;32.08598;0;-2.8;2.78;8;-1.724664;2.132756;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236284;None;0;0;1;0;351.5269;347.1271;31.87513;0;-2.8;2.78;8;-1.827116;2.22173;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236295;None;0;0;1;0;351.0336;346.518;31.55802;0;-2.8;2.78;8;-1.916775;2.297221;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236305;None;0;0;1;0;350.5758;345.9607;31.27042;0;-2.8;2.78;8;-1.999202;2.367896;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236318;None;0;0;1;0;350.061;345.3321;31.16477;0;-2.8;2.78;8;-2.092658;2.448159;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236328;None;0;0;1;0;349.6125;344.6709;31.23356;0;-2.8;2.78;8;-2.191545;2.51961;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236339;None;0;0;1;0;349.1443;343.9546;31.47492;0;-2.8;2.78;8;-2.299392;2.595335;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236350;None;0;0;1;0;348.806;343.2296;31.77679;0;-2.8;2.78;8;-2.409322;2.65247;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236361;None;0;0;1;0;348.5307;342.6303;32.08759;0;-2.8;2.78;8;-2.500833;2.699647;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236372;None;0;0;1;0;348.2324;342.0834;32.24606;0;-2.8;2.78;8;-2.584872;2.750412;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236383;None;0;0;1;0;348.0574;341.666;32.19419;0;-2.8;2.78;8;-2.649354;2.781449;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236395;None;0;0;1;0;347.944;341.3487;31.86776;0;-2.8;2.78;8;-2.698592;2.80221;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236406;None;0;0;1;0;347.7563;340.9861;31.68419;0;-2.8;2.78;8;-2.75507;2.835094;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236417;None;0;0;1;0;347.5277;340.7305;31.43825;0;-2.8;2.78;8;-2.795035;2.873344;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236428;None;0;0;1;0;347.291;340.4512;31.24739;0;-2.8;2.78;8;-2.838846;2.913354;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236439;None;0;0;1;0;346.9869;340.2346;31.18155;0;-2.8;2.78;8;-2.872925;2.963387;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236451;None;0;0;1;0;346.7156;340.0906;31.3112;0;-2.8;2.78;8;-2.895635;3.007629;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236462;None;0;0;1;0;346.4987;339.9456;31.61129;0;-2.8;2.78;8;-2.91855;3.043531;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236472;None;0;0;1;0;346.2909;339.7437;31.87968;0;-2.8;2.78;8;-2.950513;3.078885;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236484;None;0;0;1;0;346.0978;339.5609;32.16257;0;-2.8;2.78;8;-2.979524;3.111838;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236495;None;0;0;1;0;346.0238;339.4993;32.30073;0;-2.8;2.78;8;-2.989319;3.12439;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236506;None;0;0;1;0;346.0118;339.4991;32.12676;0;-2.8;2.78;8;-2.989348;3.126293;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236517;None;0;0;1;0;346.0484;339.5444;31.76849;0;-2.8;2.78;8;-2.982151;3.119877;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236528;None;0;0;1;0;346.076;339.5873;31.51016;0;-2.8;2.78;8;-2.975322;3.114916;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236539;None;0;0;1;0;346.0812;339.7029;31.22292;0;-2.8;2.78;8;-2.956982;3.11252;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236552;None;0;0;1;0;346.0023;339.7747;31.18131;0;-2.8;2.78;8;-2.945588;3.123991;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236562;None;0;0;1;0;345.9159;339.8037;31.24064;0;-2.8;2.78;8;-2.941006;3.13726;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236572;None;0;0;1;0;345.8726;339.8398;31.62611;0;-2.8;2.78;8;-2.935288;3.143598;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236583;None;0;0;1;0;345.9057;339.9689;31.81576;0;-2.8;2.78;8;-2.91486;3.136611;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236594;None;0;0;1;0;346.0411;340.2177;31.9854;0;-2.8;2.78;8;-2.875593;3.111927;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236605;None;0;0;1;0;346.243;340.4895;32.06749;0;-2.8;2.78;8;-2.832832;3.076645;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236619;None;0;0;1;0;346.3686;340.7155;32.19944;0;-2.8;2.78;8;-2.797382;3.054083;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236627;None;0;0;1;0;346.508;340.8676;32.38226;0;-2.8;2.78;8;-2.773583;3.0304;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236639;None;0;0;1;0;346.6177;340.9566;32.52743;0;-2.8;2.78;8;-2.759675;3.012187;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236651;None;0;0;1;0;346.7431;341.0459;32.63325;0;-2.8;2.78;8;-2.745732;2.991568;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236661;None;0;0;1;0;346.8205;341.1668;32.57444;0;-2.8;2.78;8;-2.726889;2.978092;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236672;None;0;0;1;0;346.8806;341.3062;32.4484;0;-2.8;2.78;8;-2.705194;2.967131;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236684;None;0;0;1;0;346.9302;341.3844;32.33542;0;-2.8;2.78;8;-2.693036;2.958515;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236696;None;0;0;1;0;346.9187;341.3467;32.31429;0;-2.8;2.78;8;-2.698895;2.960741;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236707;None;0;0;1;0;346.8911;341.2257;32.36999;0;-2.8;2.78;8;-2.717724;2.96644;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236717;None;0;0;1;0;346.8792;341.1471;32.39392;0;-2.8;2.78;8;-2.729964;2.969195;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236727;None;0;0;1;0;346.904;341.0441;32.43449;0;-2.8;2.78;8;-2.746017;2.966553;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236739;None;0;0;1;0;346.9811;341.0948;32.34687;0;-2.8;2.78;8;-2.738118;2.953972;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236749;None;0;0;1;0;347.1253;341.2267;32.21639;0;-2.8;2.78;8;-2.717564;2.93006;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236761;None;0;0;1;0;347.2968;341.3396;32.20545;0;-2.8;2.78;8;-2.699995;2.902214;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236772;None;0;0;1;0;347.4004;341.3928;32.31436;0;-2.8;2.78;8;-2.691737;2.885602;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236784;None;0;0;1;0;347.392;341.3671;32.5956;0;-2.8;2.78;8;-2.695733;2.88718;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236794;None;0;0;1;0;347.3961;341.3956;32.79589;0;-2.8;2.78;8;-2.691299;2.886229;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236805;None;0;0;1;0;347.4142;341.4898;32.76665;0;-2.8;2.78;8;-2.67667;2.882396;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236818;None;0;0;1;0;347.4444;341.5748;32.66667;0;-2.8;2.78;8;-2.663489;2.876797;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236827;None;0;0;1;0;347.4696;341.6834;32.30328;0;-2.8;2.78;8;-2.646666;2.871727;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236838;None;0;0;1;0;347.4677;341.6953;32.02348;0;-2.8;2.78;8;-2.644821;2.871898;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236850;None;0;0;1;0;347.4716;341.6219;32.02593;0;-2.8;2.78;8;-2.656188;2.872097;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236861;None;0;0;1;0;347.497;341.5738;32.10287;0;-2.8;2.78;8;-2.663646;2.868688;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236872;None;0;0;1;0;347.5791;341.5384;32.2863;0;-2.8;2.78;8;-2.669127;2.85641;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236885;None;0;0;1;0;347.7128;341.5799;32.26635;0;-2.8;2.78;8;-2.662704;2.835349;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236894;None;0;0;1;0;347.8286;341.6927;32.07526;0;-2.8;2.78;8;-2.645222;2.816345;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236905;None;0;0;1;0;347.9372;341.7995;31.92703;0;-2.8;2.78;8;-2.628695;2.798527;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236917;None;0;0;1;0;348.0027;341.9183;31.74128;0;-2.8;2.78;8;-2.610341;2.787266;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236928;None;0;0;1;0;348.0529;341.9758;31.63441;0;-2.8;2.78;8;-2.601463;2.778975;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236939;None;0;0;1;0;348.0507;341.9744;31.74725;0;-2.8;2.78;8;-2.601677;2.779325;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236950;None;0;0;1;0;348.005;341.9202;31.98051;0;-2.8;2.78;8;-2.610054;2.786889;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236961;None;0;0;1;0;347.9827;341.8181;32.1655;0;-2.8;2.78;8;-2.625816;2.791361;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236972;None;0;0;1;0;347.981;341.6509;32.31792;0;-2.8;2.78;8;-2.651702;2.793342;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236984;None;0;0;1;0;348.0217;341.5711;32.29256;0;-2.8;2.78;8;-2.664063;2.787921;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636236994;None;0;0;1;0;348.0626;341.534;32.15953;0;-2.8;2.78;8;-2.669822;2.782014;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237006;None;0;0;1;0;348.0829;341.5831;31.92497;0;-2.8;2.78;8;-2.662201;2.778395;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237017;None;0;0;1;0;348.1417;341.6413;31.82507;0;-2.8;2.78;8;-2.653181;2.768756;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237028;None;0;0;1;0;348.2016;341.6902;31.86166;0;-2.8;2.78;8;-2.64561;2.759071;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237039;None;0;0;1;0;348.2407;341.6464;31.94838;0;-2.8;2.78;8;-2.652395;2.75351;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237050;None;0;0;1;0;348.2664;341.5373;32.09901;0;-2.8;2.78;8;-2.669308;2.750675;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237061;None;0;0;1;0;348.2434;341.4365;32.19992;0;-2.8;2.78;8;-2.684949;2.755244;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237073;None;0;0;1;0;348.2197;341.3624;32.22279;0;-2.8;2.78;8;-2.696456;2.759658;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237083;None;0;0;1;0;348.1841;341.3392;32.19954;0;-2.8;2.78;8;-2.700062;2.765365;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237094;None;0;0;1;0;348.1824;341.3536;32.18604;0;-2.8;2.78;8;-2.697819;2.765476;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237105;None;0;0;1;0;348.2145;341.4136;32.10349;0;-2.8;2.78;8;-2.688501;2.759915;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237117;None;0;0;1;0;348.2375;341.4584;32.06779;0;-2.8;2.78;8;-2.681539;2.755932;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237127;None;0;0;1;0;348.3063;341.4828;32.01393;0;-2.8;2.78;8;-2.677758;2.745115;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237138;None;0;0;1;0;348.3325;341.4635;32.02197;0;-2.8;2.78;8;-2.680758;2.741292;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237150;None;0;0;1;0;348.34;341.4309;32.04998;0;-2.8;2.78;8;-2.685813;2.740478;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237160;None;0;0;1;0;348.3369;341.4285;32.09381;0;-2.8;2.78;8;-2.686196;2.740974;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237173;None;0;0;1;0;348.3123;341.4755;32.11565;0;-2.8;2.78;8;-2.678892;2.744269;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237183;None;0;0;1;0;348.317;341.5318;32.07456;0;-2.8;2.78;8;-2.670163;2.742972;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237194;None;0;0;1;0;348.3212;341.5777;32.05536;0;-2.8;2.78;8;-2.663039;2.741869;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237205;None;0.003921569;0;1;0;348.3199;341.5465;32.15979;0;-2.8;2.78;8;-2.667873;2.742374;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237217;None;0.01176471;0;1;0;348.3049;341.4994;32.23811;0;-2.8;2.78;8;-2.67518;2.745165;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237227;None;0.01176471;0;1;0;348.2863;341.4292;32.15874;0;-2.8;2.78;8;-2.686083;2.748734;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237240;None;0.01568628;0;1;0;348.2361;341.3956;32.04527;0;-2.8;2.78;8;-2.691303;2.756797;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237249;None;0.01960784;0;1;0;348.2231;341.3257;32.03316;0;-2.8;2.78;8;-2.702165;2.759507;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237260;None;0.01960784;0;1;0;348.2613;341.2074;32.10645;0;-2.8;2.78;8;-2.720564;2.754873;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237272;None;0.03529412;0;1;0;348.3371;341.109;32.13033;0;-2.8;2.78;8;-2.735894;2.744244;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237283;None;0.0509804;0;1;0;348.4722;341.0891;32.05876;0;-2.8;2.78;8;-2.739003;2.723686;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237294;None;0.0627451;0;1;0;348.5381;341.1259;31.96195;0;-2.8;2.78;8;-2.733264;2.713175;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237306;None;0.07843138;0;1;0;348.5268;341.2637;31.87006;0;-2.8;2.78;8;-2.7118;2.713511;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237317;TriggerPressedFirst;0.1215686;0;1;0;348.5378;341.3361;31.91482;0;-2.8;2.78;8;-2.700541;2.711089;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237327;TriggerPressed;0.1647059;0;1;0;348.5232;341.3561;32.118;0;-2.8;2.78;8;-2.697433;2.713129;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237340;Released;0.2196079;0;1;0;348.4971;341.2729;32.34671;0;-2.8;2.78;8;-2.710366;2.717972;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237350;TriggerPressedFirst;0.4156863;0;1;0;348.4508;341.1792;32.53343;0;-2.8;2.78;8;-2.724955;2.726037;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237361;TriggerPressed;0.4156863;0;1;0;348.4102;341.1192;32.67734;0;-2.8;2.78;8;-2.734306;2.732898;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237372;TriggerPressed;0.8470589;0;1;0;348.1279;341.0449;32.62885;0;-2.8;2.78;8;-2.745894;2.777113;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237384;ClickedFirst;1;0;1;0;348.2615;340.9946;32.73908;0;-2.8;2.78;8;-2.753742;2.757067;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237394;Clicked;1;0;1;0;348.3117;341.0223;32.55371;0;-2.8;2.78;8;-2.749415;2.749049;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237406;Clicked;1;0;1;0;348.3974;341.0765;32.47989;0;-2.8;2.78;8;-2.740957;2.735301;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237416;Clicked;1;0;1;0;348.5293;341.0965;32.45388;0;-2.8;2.78;8;-2.737845;2.714829;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237428;Clicked;1;0;1;0;348.753;341.0111;32.60386;0;-2.8;2.78;8;-2.751159;2.681369;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237440;Clicked;1;0;1;0;348.9176;340.9282;32.67088;0;-2.8;2.78;8;-2.76411;2.656963;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237450;Clicked;1;0;1;0;349.047;340.895;32.69843;0;-2.8;2.78;8;-2.769305;2.637457;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237462;Clicked;1;0;1;0;349.0814;340.9437;32.65574;0;-2.8;2.78;8;-2.761687;2.631703;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237472;Clicked;1;0;1;0;349.0153;341.0633;32.59682;0;-2.8;2.78;8;-2.743019;2.640656;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237482;Clicked;1;0;1;0;348.9077;341.1268;32.4997;0;-2.8;2.78;8;-2.733125;2.656503;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237494;Clicked;1;0;1;0;348.7993;341.0508;32.47762;0;-2.8;2.78;8;-2.744979;2.673857;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237505;Clicked;1;0;1;0;348.7392;340.9882;32.47369;0;-2.8;2.78;8;-2.754749;2.683718;
Marco;1;1;ausgestreckt;sitzend;3;True;1547636237516;Clicked;1;0;1;0;348.7325;340.9888;32.45732;0;-2.8;2.78;8;-2.754645;2.684734;
Marco;1;2;ausgestreckt;sitzend;3;False;1547636237783;None;0;0;1;0;348.6151;340.7169;32.95394;0;-2.8;2.78;8;-2.797171;2.705576;
Marco;1;2;ausgestreckt;sitzend;3;False;1547636237794;None;0;0;1;0;348.5577;340.7554;32.8245;0;-2.8;2.78;8;-2.791137;2.713993;
Marco;1;2;ausgestreckt;sitzend;3;False;1547636237806;None;0;0;1;0;348.5253;340.7622;32.77984;0;-2.8;2.78;8;-2.790072;2.718904;
Marco;1;2;ausgestreckt;sitzend;3;False;1547636237816;None;0;0;1;0;348.4784;340.7493;32.81362;0;-2.8;2.78;8;-2.792095;2.726269;
Marco;1;2;ausgestreckt;sitzend;3;False;1547636237828;None;0;0;1;0;348.4457;340.7601;32.90257;0;-2.8;2.78;8;-2.790391;2.731179;
